Study_word,thisN,thisTrialN,thisRepN,slider.response,slider.rt,test_word,Reference,old_new,test_textbox.text,testmouse.x,testmouse.y,testmouse.leftButton,testmouse.midButton,testmouse.rightButton,testmouse.time,testmouse.clicked_name,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,thisRow.t,notes,trial.started,text.started,slider.started,trial.stopped,trials.slider.response,trials.slider.rt,test.started,TestText.started,test_textbox.started,submit_text.started,testmouse.started,test.stopped,trials_2.test_textbox.text,trials_2.testmouse.x,trials_2.testmouse.y,trials_2.testmouse.leftButton,trials_2.testmouse.midButton,trials_2.testmouse.rightButton,trials_2.testmouse.time,trials_2.testmouse.clicked_name,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
mouse,0,0,0,1.9955555555555555,2.0881465419661254,,,,,,,,,,,,0,0,0,8,,,,,0.06164425006136298,,0.037745082983747125,0.06164425006136298,0.06164425006136298,2.135344292037189,1.9955555555555555,2.0881465419661254,,,,,,,,,,,,,,,02,001,2025-10-14_17h57.23.223,Word priming experiment,,2025.1.1,120.393203665287,2025-10-14 17h57.41.661903 +0530,
marble,1,1,0,1.9955555555555555,0.9806031249463558,,,,,,,,,,,,0,1,1,3,,,,,2.148881125031039,,2.139126457972452,2.148881125031039,2.148881125031039,3.1328617080580443,1.9955555555555555,0.9806031249463558,,,,,,,,,,,,,,,02,001,2025-10-14_17h57.23.223,Word priming experiment,,2025.1.1,120.393203665287,2025-10-14 17h57.41.661903 +0530,
Laptop,2,2,0,1.0622222222222222,1.0504402499645948,,,,,,,,,,,,0,2,2,5,,,,,3.1451200421433896,,3.1365125000011176,3.1451200421433896,3.1451200421433896,4.19920220808126,1.0622222222222222,1.0504402499645948,,,,,,,,,,,,,,,02,001,2025-10-14_17h57.23.223,Word priming experiment,,2025.1.1,120.393203665287,2025-10-14 17h57.41.661903 +0530,
cushion,3,3,0,1.0622222222222222,1.6059265830554068,,,,,,,,,,,,0,3,3,1,,,,,4.2120890421792865,,4.203058500075713,4.2120890421792865,4.2120890421792865,5.818347375141457,1.0622222222222222,1.6059265830554068,,,,,,,,,,,,,,,02,001,2025-10-14_17h57.23.223,Word priming experiment,,2025.1.1,120.393203665287,2025-10-14 17h57.41.661903 +0530,
Case,4,4,0,1.0622222222222222,0.5561392500530928,,,,,,,,,,,,0,4,4,10,,,,,5.832096250029281,,5.8205828331410885,5.832096250029281,5.832096250029281,6.3863033330999315,1.0622222222222222,0.5561392500530928,,,,,,,,,,,,,,,02,001,2025-10-14_17h57.23.223,Word priming experiment,,2025.1.1,120.393203665287,2025-10-14 17h57.41.661903 +0530,
Pastry,5,5,0,1.0622222222222222,0.5152650000527501,,,,,,,,,,,,0,5,5,9,,,,,6.399869125103578,,6.389919416978955,6.399869125103578,6.399869125103578,6.915218000067398,1.0622222222222222,0.5152650000527501,,,,,,,,,,,,,,,02,001,2025-10-14_17h57.23.223,Word priming experiment,,2025.1.1,120.393203665287,2025-10-14 17h57.41.661903 +0530,
Chart,6,6,0,1.0622222222222222,0.5160814998671412,,,,,,,,,,,,0,6,6,6,,,,,6.925822917139158,,6.917403792031109,6.925822917139158,6.925822917139158,7.44263904215768,1.0622222222222222,0.5160814998671412,,,,,,,,,,,,,,,02,001,2025-10-14_17h57.23.223,Word priming experiment,,2025.1.1,120.393203665287,2025-10-14 17h57.41.661903 +0530,
book,7,7,0,1.0622222222222222,0.5435663750395179,,,,,,,,,,,,0,7,7,0,,,,,7.453808667138219,,7.444684750167653,7.453808667138219,7.453808667138219,7.999188625020906,1.0622222222222222,0.5435663750395179,,,,,,,,,,,,,,,02,001,2025-10-14_17h57.23.223,Word priming experiment,,2025.1.1,120.393203665287,2025-10-14 17h57.41.661903 +0530,
Cruise,8,8,0,2.0533333333333332,1.4251577081158757,,,,,,,,,,,,0,8,8,11,,,,,8.011343582998961,,8.001730333082378,8.011343582998961,8.011343582998961,9.43637187499553,2.0533333333333332,1.4251577081158757,,,,,,,,,,,,,,,02,001,2025-10-14_17h57.23.223,Word priming experiment,,2025.1.1,120.393203665287,2025-10-14 17h57.41.661903 +0530,
Keys,9,9,0,1,1.0303685830440372,,,,,,,,,,,,0,9,9,13,,,,,9.449121125042439,,9.439341250108555,9.449121125042439,9.449121125042439,10.482687333133072,1,1.0303685830440372,,,,,,,,,,,,,,,02,001,2025-10-14_17h57.23.223,Word priming experiment,,2025.1.1,120.393203665287,2025-10-14 17h57.41.661903 +0530,
phone,10,10,0,1,0.6253660409711301,,,,,,,,,,,,0,10,10,2,,,,,10.493605375057086,,10.484859417192638,10.493605375057086,10.493605375057086,11.119193625170738,1,0.6253660409711301,,,,,,,,,,,,,,,02,001,2025-10-14_17h57.23.223,Word priming experiment,,2025.1.1,120.393203665287,2025-10-14 17h57.41.661903 +0530,
board,11,11,0,1.031111111111111,1.1030844578053802,,,,,,,,,,,,0,11,11,4,,,,,11.132131917169318,,11.122311417013407,11.132131917169318,11.132131917169318,12.249546500155702,1.031111111111111,1.1030844578053802,,,,,,,,,,,,,,,02,001,2025-10-14_17h57.23.223,Word priming experiment,,2025.1.1,120.393203665287,2025-10-14 17h57.41.661903 +0530,
Poster,12,12,0,1.0355555555555556,0.5244927501771599,,,,,,,,,,,,0,12,12,14,,,,,12.265696041984484,,12.25187745806761,12.265696041984484,12.265696041984484,12.785585124976933,1.0355555555555556,0.5244927501771599,,,,,,,,,,,,,,,02,001,2025-10-14_17h57.23.223,Word priming experiment,,2025.1.1,120.393203665287,2025-10-14 17h57.41.661903 +0530,
T-shirt,13,13,0,1.0355555555555556,0.6375015829689801,,,,,,,,,,,,0,13,13,7,,,,,12.79888950008899,,12.78919762512669,12.79888950008899,12.79888950008899,13.435915042180568,1.0355555555555556,0.6375015829689801,,,,,,,,,,,,,,,02,001,2025-10-14_17h57.23.223,Word priming experiment,,2025.1.1,120.393203665287,2025-10-14 17h57.41.661903 +0530,
Police,14,14,0,1.0355555555555556,0.44822504185140133,,,,,,,,,,,,0,14,14,12,,,,,13.44833629205823,,13.438220458105206,13.44833629205823,13.44833629205823,13.899636375019327,1.0355555555555556,0.44822504185140133,,,,,,,,,,,,,,,02,001,2025-10-14_17h57.23.223,Word priming experiment,,2025.1.1,120.393203665287,2025-10-14 17h57.41.661903 +0530,
,0,0,0,,,c_s_io_,Cushion,old,cushion,[np.float64(0.0077777777777777776)],[np.float64(-0.3088888888888889)],[1],[0],[0],[4.267965666949749],['submit_text'],,,,,0,0,0,14,13.91762008308433,,,,,,,,13.90649229218252,13.91762008308433,13.91762008308433,13.91762008308433,0.006853749975562096,18.174640583107248,cushion,[np.float64(0.0077777777777777776)],[np.float64(-0.3088888888888889)],[1],[0],[0],[4.267965666949749],['submit_text'],02,001,2025-10-14_17h57.23.223,Word priming experiment,,2025.1.1,120.393203665287,2025-10-14 17h57.41.661903 +0530,
,1,1,0,,,ta_l_,Table,new,table,[np.float64(0.021111111111111112)],[np.float64(-0.29333333333333333)],[1],[0],[0],[1.9819339169189334],['submit_text'],,,,,0,1,1,15,18.186924958135933,,,,,,,,18.176760083064437,18.186924958135933,18.186924958135933,18.186924958135933,0.001980750123038888,20.15887187514454,table,[np.float64(0.021111111111111112)],[np.float64(-0.29333333333333333)],[1],[0],[0],[1.9819339169189334],['submit_text'],02,001,2025-10-14_17h57.23.223,Word priming experiment,,2025.1.1,120.393203665287,2025-10-14 17h57.41.661903 +0530,
,2,2,0,,,_ou_se,Mouse,old,mouse,[np.float64(0.04888888888888889)],[np.float64(-0.29777777777777775)],[1],[0],[0],[1.9641413749195635],['submit_text'],,,,,0,2,2,3,20.169817292131484,,,,,,,,20.160908833146095,20.169817292131484,20.169817292131484,20.169817292131484,0.0019286659080535173,22.125235750107095,mouse,[np.float64(0.04888888888888889)],[np.float64(-0.29777777777777775)],[1],[0],[0],[1.9641413749195635],['submit_text'],02,001,2025-10-14_17h57.23.223,Word priming experiment,,2025.1.1,120.393203665287,2025-10-14 17h57.41.661903 +0530,
,3,3,0,,,_o_rd,Board,old,board,[np.float64(0.0811111111111111)],[np.float64(-0.29)],[1],[0],[0],[3.5146065410226583],['submit_text'],,,,,0,3,3,10,22.13735150010325,,,,,,,,22.12752883299254,22.13735150010325,22.13735150010325,22.13735150010325,0.0021852499339729548,25.642326375003904,board,[np.float64(0.0811111111111111)],[np.float64(-0.29)],[1],[0],[0],[3.5146065410226583],['submit_text'],02,001,2025-10-14_17h57.23.223,Word priming experiment,,2025.1.1,120.393203665287,2025-10-14 17h57.41.661903 +0530,
